ID number,Surname,Faculty,Origin,Course module viewed,Discussion viewed,Grade overview report viewed,Grade user report viewed,Quiz attempt started,Quiz attempt submitted,Quiz attempt summary viewed,Quiz attempt viewed,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,Total Events,Label_Semester,Label_Final,Label_Total
BT107_559,BT107_Masked_559,Science and Arts,"web, ws",128,2,1,4,3,3,5,21,0,0,0,0,0,0,0,0,61,2,49,17,6,6,20,5,1,167,45,24,69
BT107_560,BT107_Masked_560,Pharmacy,web,35,1,0,0,3,3,4,12,0,0,0,0,0,0,1,1,12,0,2,10,2,2,24,3,1,58,33,17,50
BT107_561,BT107_Masked_561,Science and Arts,web,53,8,0,15,3,3,2,13,0,0,0,0,0,0,1,4,19,0,2,19,6,1,26,9,10,97,50,45,95
BT107_562,BT107_Masked_562,Applied Medical Sciences,web,18,0,0,1,3,3,4,22,0,0,0,0,0,0,0,0,28,0,0,8,0,2,13,0,0,51,24,18,42
BT107_563,BT107_Masked_563,Veterinary Medicine,"web, ws",29,1,0,1,2,2,2,6,0,0,0,0,0,0,1,0,4,0,2,11,4,4,15,1,1,43,33,23,56
BT107_564,BT107_Masked_564,Agriculture,"web, ws",47,3,0,1,2,2,2,6,0,0,0,0,0,0,0,0,14,10,4,11,0,6,18,0,0,63,36,32,68
BT107_565,BT107_Masked_565,Agriculture,web,37,11,0,0,2,2,1,6,0,0,0,0,0,0,0,0,0,7,0,6,0,0,19,4,23,59,30,20,50
BT107_566,BT107_Masked_566,Agriculture,"web, ws",38,3,0,0,3,3,4,15,0,0,0,0,0,0,0,3,16,1,6,6,1,6,23,4,0,66,28,22,50
BT107_567,BT107_Masked_567,Medicine,"web, ws",33,4,0,2,2,2,2,7,0,0,0,0,0,0,0,0,2,3,12,10,4,1,14,0,6,52,36,17,53
BT107_568,BT107_Masked_568,Pharmacy,"web, ws",80,11,0,2,3,3,3,11,0,0,0,0,0,0,2,5,18,1,18,22,4,3,32,3,5,113,47,43,90
BT107_569,BT107_Masked_569,Pharmacy,"web, ws",61,4,0,5,3,3,5,21,0,0,0,0,0,0,2,0,22,2,12,14,1,20,19,6,4,102,48,45,93
BT107_570,BT107_Masked_570,Applied Medical Sciences,"web, ws",81,20,0,6,2,2,2,6,0,0,0,0,0,0,0,0,0,18,16,27,0,9,25,3,21,119,29,35,64
BT107_571,BT107_Masked_571,Pharmacy,"web, ws",113,19,0,1,3,3,4,12,0,0,0,0,0,0,2,0,57,2,14,31,4,7,37,0,1,155,38,26,64
BT107_572,BT107_Masked_572,Engineering,"web, ws",44,2,0,2,2,2,2,7,0,0,0,0,0,0,0,0,9,2,8,8,8,0,25,0,1,61,31,32,63
BT107_573,BT107_Masked_573,Pharmacy,web,151,17,0,0,3,3,4,20,0,0,0,0,0,0,3,2,57,6,11,33,2,10,30,22,22,198,49,38,87
BT107_574,BT107_Masked_574,Pharmacy,"web, ws",60,12,0,6,3,3,2,11,0,0,0,0,0,0,2,11,12,0,12,16,0,4,31,3,6,97,50,43,93
BT107_575,BT107_Masked_575,Science and Arts,"web, ws",93,1,0,0,2,2,3,20,0,0,0,0,0,0,1,2,25,0,4,7,42,5,34,0,1,121,32,18,50
BT107_576,BT107_Masked_576,Agriculture,web,15,2,0,0,1,1,1,5,0,0,0,0,0,0,1,0,0,1,4,0,0,0,19,0,0,25,16,20,36
BT107_577,BT107_Masked_577,Applied Medical Sciences,"web, ws",54,9,0,4,3,3,0,8,0,0,0,0,0,0,0,10,23,0,4,7,18,0,17,0,2,81,34,24,58
BT107_578,BT107_Masked_578,Applied Medical Sciences,web,15,4,0,0,3,3,0,14,0,0,0,0,0,0,3,1,16,0,2,5,0,0,11,0,1,39,26,38,64
BT107_579,BT107_Masked_579,Agriculture,"web, ws",40,1,0,7,3,3,2,15,0,0,0,0,0,0,0,3,17,0,1,22,1,4,22,1,0,71,32,22,54
BT107_580,BT107_Masked_580,Pharmacy,web,44,0,0,0,2,2,3,16,0,0,0,0,0,0,0,0,35,0,3,0,0,0,24,0,5,67,36,37,73
BT107_581,BT107_Masked_581,Engineering,web,54,18,0,7,3,3,1,12,0,0,0,0,0,0,0,0,25,0,2,18,0,11,28,6,8,98,43,29,72
BT107_582,BT107_Masked_582,Pharmacy,"web, ws",34,3,0,1,3,3,2,19,0,0,0,0,0,0,0,1,24,0,2,9,2,1,19,2,5,65,48,33,81
BT107_583,BT107_Masked_583,Agriculture,web,53,7,0,0,2,2,1,6,0,0,0,0,0,0,1,0,0,0,2,46,2,6,11,2,1,71,27,30,57
BT107_584,BT107_Masked_584,Pharmacy,"web, ws",64,10,0,2,3,3,4,28,0,0,0,0,0,0,0,2,44,2,2,10,0,10,32,10,2,114,44,35,79
BT107_585,BT107_Masked_585,Pharmacy,web,70,1,0,0,3,3,0,30,0,0,0,0,0,0,2,0,40,2,5,17,9,11,18,3,0,107,37,30,67
BT107_586,BT107_Masked_586,Pharmacy,"web, ws",33,2,0,1,3,3,3,11,0,0,0,0,0,0,0,0,23,0,0,7,1,0,21,0,4,56,44,39,83
BT107_587,BT107_Masked_587,Pharmacy,web,16,0,0,3,3,3,0,15,0,0,0,0,0,0,0,0,13,0,4,10,1,1,11,0,0,40,36,20,56
BT107_588,BT107_Masked_588,Applied Medical Sciences,"web, ws",35,1,0,2,3,3,6,21,0,0,0,0,0,0,1,0,25,0,6,15,1,6,15,1,1,71,42,17,59
BT107_589,BT107_Masked_589,Pharmacy,web,49,1,0,0,3,3,4,24,0,0,0,0,0,0,0,0,23,0,13,14,2,14,16,0,2,84,42,33,75
BT107_590,BT107_Masked_590,Pharmacy,web,44,3,0,0,3,3,3,31,0,0,0,0,0,0,0,0,45,0,7,10,0,0,24,0,1,87,40,25,65
BT107_591,BT107_Masked_591,Pharmacy,"web, ws",67,1,0,6,3,3,2,21,0,0,0,0,0,0,3,2,38,4,1,11,5,16,18,4,1,103,43,30,73
BT107_592,BT107_Masked_592,Veterinary Medicine,"web, ws",104,2,0,0,3,3,4,20,0,0,0,0,0,0,1,1,28,6,23,31,0,2,42,0,2,136,40,27,67
BT107_593,BT107_Masked_593,Applied Medical Sciences,web,45,1,0,0,3,3,3,26,0,0,0,0,0,0,0,0,29,1,13,15,0,5,15,2,1,81,37,32,69
BT107_594,BT107_Masked_594,Pharmacy,"web, ws",38,3,0,3,3,3,3,13,0,0,0,0,0,0,0,0,15,8,4,10,8,0,15,5,1,66,39,25,64
BT107_595,BT107_Masked_595,Applied Medical Sciences,web,53,5,0,0,3,3,3,53,0,0,0,0,0,0,0,0,67,0,2,14,2,7,24,2,2,120,40,32,72
BT107_596,BT107_Masked_596,Agriculture,web,32,4,0,2,3,3,2,19,0,0,0,0,0,0,0,0,23,0,6,7,0,7,17,5,0,65,36,33,69
BT107_597,BT107_Masked_597,Pharmacy,web,17,0,0,0,3,3,2,33,0,0,0,0,0,0,0,0,32,0,0,7,0,0,19,0,0,58,35,22,57
BT107_598,BT107_Masked_598,Science and Arts,"web, ws",93,10,0,0,3,3,6,24,0,0,0,0,0,0,0,4,38,0,15,26,1,26,23,0,6,139,49,49,98
BT107_599,BT107_Masked_599,Pharmacy,ws,8,1,0,2,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,7,0,2,14,0,2,25,31,30,61
BT107_600,BT107_Masked_600,Agriculture,"web, ws",29,10,0,1,3,3,1,22,0,0,0,0,0,0,0,0,22,0,5,8,2,0,22,0,10,69,42,32,74
BT107_601,BT107_Masked_601,Applied Medical Sciences,"web, ws",15,4,0,0,3,3,0,24,0,0,0,0,0,0,0,0,22,0,0,8,0,0,14,0,5,49,31,12,43
BT107_602,BT107_Masked_602,Science and Arts,"web, ws",26,1,0,1,2,2,0,6,0,0,0,0,0,0,0,0,0,0,2,17,1,3,14,0,1,38,32,45,77
BT107_603,BT107_Masked_603,Agriculture,"web, ws",51,10,0,6,3,3,2,18,0,0,0,0,0,0,0,1,22,2,10,14,0,8,28,7,1,93,47,15,62
BT107_604,BT107_Masked_604,Pharmacy,web,31,4,0,0,2,2,2,6,0,0,0,0,0,0,0,0,17,0,2,6,4,2,12,1,3,48,29,27,56
BT107_605,BT107_Masked_605,Medicine,web,11,2,0,0,3,3,2,10,0,0,0,0,0,0,0,1,9,0,0,6,0,0,13,0,2,31,34,23,57
BT107_606,BT107_Masked_606,Pharmacy,"web, ws",163,12,0,4,3,3,3,14,0,0,0,0,0,0,10,13,27,1,20,29,6,22,33,39,2,202,47,42,89
BT107_607,BT107_Masked_607,Pharmacy,"web, ws",31,2,0,2,3,3,3,11,0,0,0,0,0,0,0,3,21,0,6,8,0,0,16,0,1,55,48,37,85
BT107_608,BT107_Masked_608,Science and Arts,"web, ws",36,10,0,1,3,3,2,10,0,0,0,0,0,0,1,4,16,0,0,14,6,1,16,3,4,65,43,35,78
BT107_609,BT107_Masked_609,Pharmacy,"web, ws",30,0,0,0,3,3,5,15,0,0,0,0,0,0,0,0,16,0,0,9,4,8,14,2,3,56,39,34,73
BT107_610,BT107_Masked_610,Agriculture,"web, ws",34,3,0,2,3,3,3,11,0,0,0,0,0,0,0,1,15,1,10,14,0,1,14,0,3,59,34,27,61
BT107_611,BT107_Masked_611,Pharmacy,"web, ws",84,11,0,8,3,3,3,14,0,0,0,0,0,0,1,1,27,5,13,27,6,8,24,10,4,126,40,39,79
BT107_612,BT107_Masked_612,Agriculture,web,54,8,0,0,2,2,2,6,0,0,0,0,0,0,0,0,3,0,16,13,0,16,21,5,0,74,37,30,67
BT107_613,BT107_Masked_613,Agriculture,"web, ws",54,13,0,5,3,3,3,20,0,0,0,0,0,0,4,3,25,2,2,28,4,1,26,4,2,101,35,15,50
BT107_614,BT107_Masked_614,Applied Medical Sciences,web,59,1,0,0,3,3,2,18,0,0,0,0,0,0,1,0,29,1,11,19,0,11,13,0,1,86,38,25,63
BT107_615,BT107_Masked_615,Agriculture,web,27,0,0,0,3,3,2,16,0,0,0,0,0,0,0,0,12,0,0,6,0,1,31,1,0,51,41,23,64
BT107_616,BT107_Masked_616,Veterinary Medicine,web,7,0,0,0,2,2,3,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,0,21,35,28,63
BT107_617,BT107_Masked_617,Agriculture,web,19,0,0,0,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,9,11,0,11,0,0,31,28,17,45
BT107_618,BT107_Masked_618,Applied Medical Sciences,"web, ws",45,3,0,4,3,3,1,35,0,0,0,0,0,0,0,0,46,0,0,13,5,4,24,0,2,94,36,44,80
BT107_619,BT107_Masked_619,Science and Arts,web,25,1,0,1,3,3,0,12,0,0,0,0,0,0,0,0,12,0,1,5,4,0,22,0,1,45,37,20,57
BT107_620,BT107_Masked_620,Pharmacy,web,9,1,0,0,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,1,23,38,12,50
BT107_621,BT107_Masked_621,Applied Medical Sciences,"web, ws",76,7,0,10,3,3,3,11,0,0,0,0,0,0,0,1,35,0,11,16,0,19,23,6,2,113,38,25,63
BT107_622,BT107_Masked_622,Applied Medical Sciences,web,19,1,0,0,3,3,3,11,0,0,0,0,0,0,0,0,11,0,0,7,3,0,15,2,2,40,31,23,54
BT107_623,BT107_Masked_623,Pharmacy,"web, ws",34,4,0,1,3,3,4,24,0,0,0,0,0,0,0,1,36,0,1,7,2,0,20,1,5,73,38,34,72
BT107_624,BT107_Masked_624,Pharmacy,"web, ws",53,4,0,1,3,3,2,29,0,0,0,0,0,0,1,0,47,0,1,17,4,0,18,3,4,95,37,27,64
BT107_625,BT107_Masked_625,Pharmacy,"web, ws",24,0,0,1,3,3,1,18,0,0,0,0,0,0,1,0,14,0,0,10,0,1,16,5,3,50,46,38,84
BT107_626,BT107_Masked_626,Pharmacy,ws,10,1,0,3,3,3,3,28,0,0,0,0,0,0,0,0,23,0,0,9,0,0,17,1,1,51,37,19,56
BT107_627,BT107_Masked_627,Medicine,web,34,3,0,0,3,3,0,10,0,0,0,0,0,0,1,1,15,0,3,7,0,5,19,2,0,53,38,40,78
BT107_628,BT107_Masked_628,Pharmacy,web,66,2,0,1,3,3,5,23,0,0,0,0,0,0,1,15,22,0,8,27,2,5,23,0,0,103,39,24,63
BT107_629,BT107_Masked_629,Medicine,"web, ws",113,18,0,1,3,3,3,33,0,0,0,0,0,0,4,7,51,2,10,44,2,8,32,9,5,174,45,27,72
BT107_630,BT107_Masked_630,Pharmacy,"web, ws",42,2,1,5,2,2,2,6,0,0,0,0,0,0,0,0,0,0,1,9,27,2,18,4,1,62,38,24,62
BT107_631,BT107_Masked_631,Agriculture,"web, ws",42,2,0,1,3,3,2,11,0,0,0,0,0,0,0,4,15,4,8,17,3,0,10,1,2,64,39,17,56
BT107_632,BT107_Masked_632,Agriculture,"web, ws",76,0,0,0,3,3,3,34,0,0,0,0,0,0,1,2,42,3,19,12,5,14,15,2,4,119,34,19,53
BT107_633,BT107_Masked_633,Agriculture,"web, ws",72,2,0,3,3,3,4,12,0,0,0,0,0,0,0,1,21,2,2,10,3,0,46,12,2,99,36,30,66
BT107_634,BT107_Masked_634,Science and Arts,web,15,2,0,0,3,3,3,13,0,0,0,0,0,0,0,0,13,0,3,9,0,0,12,1,1,39,39,23,62
BT107_635,BT107_Masked_635,Applied Medical Sciences,web,31,0,0,4,2,2,2,6,0,0,0,0,0,0,0,0,7,1,6,9,0,4,20,0,0,47,41,34,75
BT107_636,BT107_Masked_636,Applied Medical Sciences,"web, ws",81,6,0,2,2,2,3,7,0,0,0,0,0,0,0,0,14,0,30,18,1,13,24,3,0,103,41,38,79
BT107_637,BT107_Masked_637,Pharmacy,"web, ws",61,11,0,1,3,3,1,19,0,0,0,0,0,0,7,2,44,5,7,11,2,2,16,1,2,99,47,30,77
BT107_638,BT107_Masked_638,Pharmacy,ws,92,1,0,4,3,3,6,19,0,0,0,0,0,0,2,1,24,0,17,18,13,35,18,0,0,128,45,29,74
BT107_639,BT107_Masked_639,Agriculture,web,47,13,0,5,3,3,2,11,0,0,0,0,0,0,2,0,21,5,8,16,1,6,22,1,2,84,44,20,64
BT107_640,BT107_Masked_640,Applied Medical Sciences,"web, ws",47,0,0,1,3,3,3,15,0,0,0,0,0,0,0,0,30,0,8,18,1,0,14,1,0,72,44,30,74
BT107_641,BT107_Masked_641,Science and Arts,"web, ws",39,3,0,0,3,3,3,13,0,0,0,0,0,0,0,2,23,3,4,7,2,2,20,1,0,64,48,29,77
BT107_642,BT107_Masked_642,Medicine,web,103,8,0,0,3,3,0,29,0,0,0,0,0,0,1,4,42,5,9,22,6,5,41,0,11,146,42,34,76
BT107_643,BT107_Masked_643,Pharmacy,"web, ws",63,8,0,1,3,3,7,23,0,0,0,0,0,0,2,0,39,0,12,15,2,0,25,12,1,108,46,40,86
BT107_644,BT107_Masked_644,Pharmacy,web,39,2,0,0,2,2,2,7,0,0,0,0,0,0,0,1,6,0,10,13,2,6,13,0,3,54,42,40,82
BT107_645,BT107_Masked_645,Pharmacy,"web, ws",55,2,0,1,3,3,4,9,0,0,0,0,0,0,0,0,19,0,15,21,0,3,16,0,3,77,44,40,84
BT107_646,BT107_Masked_646,Applied Medical Sciences,web,13,0,0,0,3,3,2,7,0,0,0,0,0,0,0,0,5,0,3,6,1,0,13,0,0,28,32,24,56
BT107_647,BT107_Masked_647,Pharmacy,web,79,1,0,0,3,3,3,25,0,0,0,0,0,0,1,0,31,0,6,10,6,14,25,20,1,114,40,27,67
BT107_648,BT107_Masked_648,Applied Medical Sciences,web,12,0,0,1,3,3,3,12,0,0,0,0,0,0,0,0,10,0,0,6,0,0,17,0,1,34,41,35,76
BT107_649,BT107_Masked_649,Medicine,web,71,0,0,0,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,5,0,1,61,14,1,82,32,20,52
BT107_650,BT107_Masked_650,Science and Arts,web,50,10,0,0,3,3,0,10,0,0,0,0,0,0,0,0,31,0,7,7,3,0,25,0,3,76,44,24,68
BT107_651,BT107_Masked_651,Pharmacy,ws,17,1,0,0,3,3,4,14,0,0,0,0,0,0,0,2,18,0,0,6,0,0,15,1,0,42,44,40,84
BT107_652,BT107_Masked_652,Agriculture,web,26,2,0,1,3,3,1,15,0,0,0,0,0,0,0,1,26,0,1,6,1,0,16,0,0,51,37,24,61
BT107_653,BT107_Masked_653,Pharmacy,web,38,1,0,0,3,3,3,11,0,0,0,0,0,0,0,0,20,0,10,10,0,0,16,3,0,59,48,43,91
BT107_654,BT107_Masked_654,Science and Arts,web,43,6,0,0,3,3,3,11,0,0,0,0,0,0,1,3,13,6,5,16,1,6,17,0,1,69,50,40,90
BT107_655,BT107_Masked_655,Pharmacy,"web, ws",66,9,0,0,3,3,5,35,0,0,0,0,0,0,0,9,59,1,7,15,7,5,13,2,3,121,38,34,72
BT107_656,BT107_Masked_656,Applied Medical Sciences,"web, ws",27,0,0,0,3,3,4,32,0,0,0,0,0,0,0,0,11,0,9,12,1,0,34,0,2,69,28,38,66
BT107_657,BT107_Masked_657,Science and Arts,ws,26,6,0,2,2,2,2,11,0,0,0,0,0,0,1,7,13,0,5,1,3,0,15,6,0,51,35,39,74
BT107_658,BT107_Masked_658,Pharmacy,"web, ws",46,1,0,1,2,2,1,6,0,0,0,0,0,0,0,0,5,0,24,9,2,3,15,0,1,59,36,28,64
BT107_659,BT107_Masked_659,Science and Arts,"web, ws",20,2,0,0,2,2,2,7,0,0,0,0,0,0,0,0,1,0,7,11,0,1,13,2,0,35,41,32,73
BT107_660,BT107_Masked_660,Applied Medical Sciences,"web, ws",34,1,0,2,3,3,4,16,0,0,0,0,0,0,0,0,15,0,6,13,2,7,19,1,0,63,37,30,67
BT107_661,BT107_Masked_661,Pharmacy,web,31,2,0,0,3,3,1,10,0,0,0,0,0,0,0,0,9,0,4,10,6,5,13,2,1,50,36,28,64
BT107_662,BT107_Masked_662,Applied Medical Sciences,"web, ws",24,1,0,0,3,3,0,20,0,0,0,0,0,0,0,0,19,0,4,5,2,2,18,0,1,51,34,29,63
BT107_663,BT107_Masked_663,Pharmacy,web,76,0,0,0,3,3,0,14,0,0,0,0,0,0,0,11,28,5,10,18,0,6,15,1,2,96,49,45,94
BT107_664,BT107_Masked_664,Pharmacy,"web, ws",68,13,0,0,3,3,2,19,0,0,0,0,0,0,0,0,22,1,10,28,6,5,26,0,10,108,47,40,87
BT107_665,BT107_Masked_665,Agriculture,web,24,5,0,0,3,3,3,25,0,0,0,0,0,0,0,0,28,0,0,8,0,4,12,1,10,63,40,37,77
BT107_666,BT107_Masked_666,Applied Medical Sciences,"web, ws",10,0,0,1,3,3,3,13,0,0,0,0,0,0,0,0,11,0,0,9,0,0,13,0,0,33,34,8,42
BT107_667,BT107_Masked_667,Pharmacy,web,80,0,0,1,3,3,2,13,0,0,0,0,0,0,0,16,20,0,1,30,3,2,26,4,0,102,36,18,54
BT107_668,BT107_Masked_668,Pharmacy,web,21,1,0,0,3,3,1,11,0,0,0,0,0,0,0,0,12,0,5,7,3,1,11,0,1,40,32,19,51
BT107_669,BT107_Masked_669,Pharmacy,web,54,15,0,0,2,2,2,6,0,0,0,0,0,0,0,0,14,3,1,18,8,11,18,3,5,81,50,50,100
BT107_670,BT107_Masked_670,Agriculture,web,39,1,0,3,3,3,2,19,0,0,0,0,0,0,0,0,18,0,2,9,2,1,29,5,4,70,36,32,68
BT107_671,BT107_Masked_671,Agriculture,web,18,3,0,0,3,3,1,44,0,0,0,0,0,0,0,2,46,0,3,6,0,0,12,0,3,72,44,20,64
BT107_672,BT107_Masked_672,Applied Medical Sciences,"web, ws",52,4,0,0,3,3,3,11,0,0,0,0,0,0,0,11,12,7,14,13,0,0,14,5,0,76,43,20,63
BT107_673,BT107_Masked_673,Pharmacy,"web, ws",14,0,0,5,3,3,4,13,0,0,0,0,0,0,0,0,9,0,5,10,0,0,14,4,0,42,44,22,66
BT107_674,BT107_Masked_674,Pharmacy,"web, ws",47,4,0,1,3,3,4,12,0,0,0,0,0,0,1,0,14,0,22,10,11,0,15,0,1,74,41,25,66
BT107_675,BT107_Masked_675,Applied Medical Sciences,web,8,2,0,0,3,3,2,26,0,0,0,0,0,0,0,0,25,0,0,6,0,0,11,0,2,44,41,14,55
BT107_676,BT107_Masked_676,Veterinary Medicine,web,99,2,0,6,3,3,2,7,0,0,0,0,0,0,0,0,10,0,10,24,6,7,57,6,2,122,46,34,80
BT107_677,BT107_Masked_677,Applied Medical Sciences,"web, ws",57,0,0,0,3,3,3,11,0,0,0,0,0,0,0,2,16,0,0,16,1,1,32,8,1,77,41,28,69
BT107_678,BT107_Masked_678,Agriculture,"web, ws",50,6,0,0,2,2,0,6,0,0,0,0,0,0,0,1,12,0,5,12,0,9,23,0,4,66,35,18,53
BT107_679,BT107_Masked_679,Pharmacy,"web, ws",37,1,0,2,3,3,2,11,0,0,0,0,0,0,0,0,18,0,5,13,6,0,13,4,0,59,45,39,84
BT107_680,BT107_Masked_680,Agriculture,web,34,0,0,0,3,2,2,18,0,0,0,0,0,0,0,0,20,2,8,11,0,1,17,0,0,59,27,29,56
BT107_681,BT107_Masked_681,Applied Medical Sciences,web,47,7,0,0,3,3,4,27,0,0,0,0,0,0,1,4,25,1,4,14,3,1,31,1,6,91,41,40,81
BT107_682,BT107_Masked_682,Applied Medical Sciences,"web, ws",72,3,0,4,3,3,2,11,0,0,0,0,0,0,0,0,16,0,33,10,4,1,30,2,2,98,36,32,68
BT107_683,BT107_Masked_683,Veterinary Medicine,web,62,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,2,1,41,9,0,4,9,2,0,68,15,29,44
BT107_684,BT107_Masked_684,Pharmacy,"web, ws",41,9,0,0,3,3,3,11,0,0,0,0,0,0,1,0,13,0,17,9,2,14,11,0,3,70,46,35,81
BT107_685,BT107_Masked_685,Agriculture,web,52,1,0,0,2,2,0,6,0,0,0,0,0,0,0,0,31,1,5,7,0,0,18,0,1,63,39,35,74
BT107_686,BT107_Masked_686,Science and Arts,"web, ws",55,8,0,0,3,3,1,19,0,0,0,0,0,0,0,0,40,0,1,14,4,3,15,7,5,89,44,27,71
BT107_687,BT107_Masked_687,Science and Arts,"web, ws",30,1,0,1,3,3,3,12,0,0,0,0,0,0,0,0,15,2,0,8,0,0,21,7,0,53,39,27,66
BT107_688,BT107_Masked_688,Pharmacy,"web, ws",68,2,0,6,3,3,2,23,0,0,0,0,0,0,2,1,36,2,14,16,3,3,20,9,1,107,42,17,59
BT107_689,BT107_Masked_689,Applied Medical Sciences,"web, ws",42,1,0,0,3,3,2,23,0,0,0,0,0,0,2,0,27,0,11,14,0,0,20,0,0,74,32,19,51
BT107_690,BT107_Masked_690,Applied Medical Sciences,web,51,1,0,1,3,3,5,29,0,0,0,0,0,0,0,0,30,0,0,30,0,0,31,0,2,93,46,43,89
BT107_691,BT107_Masked_691,Applied Medical Sciences,web,74,7,0,0,3,3,3,11,0,0,0,0,0,0,3,3,35,3,13,15,1,1,26,1,0,101,47,45,92
BT107_692,BT107_Masked_692,Applied Medical Sciences,web,48,6,0,0,2,2,0,6,0,0,0,0,0,0,0,0,3,0,3,18,0,4,31,4,1,64,40,29,69
BT107_693,BT107_Masked_693,Science and Arts,"web, ws",69,12,0,0,3,3,5,21,0,0,0,0,0,0,0,2,37,5,9,14,0,13,29,0,4,113,46,32,78
BT107_694,BT107_Masked_694,Pharmacy,"web, ws",67,1,0,0,3,3,1,17,0,0,0,0,0,0,2,1,31,2,15,8,1,18,11,0,3,92,42,30,72
BT107_695,BT107_Masked_695,Science and Arts,"web, ws",21,0,0,0,3,3,7,20,0,0,0,0,0,0,0,0,21,0,1,10,3,0,19,0,0,54,39,23,62
BT107_696,BT107_Masked_696,Agriculture,web,192,34,0,0,3,3,2,20,0,0,0,0,0,0,3,23,41,0,43,48,5,9,36,0,46,254,42,35,77
BT107_697,BT107_Masked_697,Pharmacy,"web, ws",42,2,0,2,3,3,8,27,0,0,0,0,0,0,0,1,23,0,2,27,0,5,26,0,3,87,43,39,82
BT107_698,BT107_Masked_698,Pharmacy,"web, ws",54,3,0,5,3,3,3,23,0,0,0,0,0,0,1,19,30,0,4,13,0,3,16,5,3,94,48,40,88
BT107_699,BT107_Masked_699,Science and Arts,web,16,0,0,0,3,3,3,17,0,0,0,0,0,0,0,0,16,0,1,6,2,2,15,0,0,42,45,39,84
BT107_700,BT107_Masked_700,Agriculture,"web, ws",17,1,0,5,3,3,1,11,0,0,0,0,0,0,0,0,15,0,0,5,0,0,20,0,1,41,32,28,60
BT107_701,BT107_Masked_701,Applied Medical Sciences,"web, ws",71,11,0,5,4,4,0,21,0,0,0,0,0,0,1,0,18,8,20,9,1,0,22,29,8,116,37,14,51